timestamp, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%]
2026/06/02 18:31:54.199, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:31:59.201, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:32:04.202, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:32:09.204, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:32:14.207, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:32:19.209, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:32:24.210, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:32:29.211, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:32:34.212, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:32:39.213, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:32:44.215, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:32:49.217, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:32:54.218, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:32:59.219, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:33:04.222, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:33:09.224, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:33:14.226, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:33:19.228, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:33:24.229, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:33:29.231, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:33:34.232, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:33:39.234, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:33:44.236, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:33:49.238, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:33:54.240, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:33:59.243, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:34:04.244, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:34:09.245, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:34:14.245, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:34:19.247, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:34:24.250, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:34:29.253, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:34:34.255, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:34:39.256, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:34:44.258, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:34:49.260, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:34:54.261, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:34:59.264, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:35:04.268, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:35:09.270, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:35:14.271, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:35:19.274, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:35:24.277, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:35:29.278, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:35:34.281, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:35:39.284, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:35:44.285, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:35:49.285, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:35:54.286, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:35:59.287, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:36:04.289, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:36:09.291, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:36:14.295, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:36:19.295, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:36:24.297, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:36:29.300, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:36:34.303, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:36:39.306, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:36:44.306, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:36:49.308, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:36:54.310, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:36:59.312, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:37:04.313, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:37:09.315, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:37:14.318, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:37:19.321, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:37:24.323, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:37:29.327, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:37:34.330, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:37:39.331, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:37:44.333, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:37:49.334, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:37:54.336, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:37:59.337, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:38:04.351, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:38:09.351, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:38:14.353, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:38:19.353, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:38:24.356, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:38:29.356, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:38:34.359, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:38:39.361, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:38:44.363, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:38:49.365, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:38:54.366, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:38:59.367, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:39:04.368, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:39:09.369, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:39:14.371, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:39:19.373, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:39:24.375, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:39:29.376, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:39:34.378, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:39:39.380, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:39:44.381, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:39:49.381, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:39:54.383, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:39:59.385, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:40:04.387, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:40:09.388, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:40:14.389, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:40:19.389, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:40:24.390, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:40:29.393, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:40:34.395, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:40:39.396, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:40:44.397, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:40:49.398, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:40:54.399, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:40:59.402, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:41:04.403, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:41:09.405, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:41:14.408, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:41:19.410, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:41:24.410, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:41:29.413, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:41:34.414, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:41:39.416, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:41:44.419, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:41:49.420, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:41:54.421, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:41:59.422, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:42:04.425, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:42:09.426, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:42:14.430, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:42:19.433, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:42:24.435, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:42:29.436, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:42:34.437, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:42:39.439, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:42:44.442, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:42:49.444, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:42:54.444, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:42:59.445, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:43:04.446, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:43:09.448, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:43:14.453, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:43:19.454, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:43:24.455, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:43:29.456, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:43:34.457, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:43:39.458, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:43:44.461, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:43:49.464, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:43:54.465, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:43:59.466, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:44:04.468, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:44:09.470, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:44:14.472, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:44:19.476, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:44:24.477, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:44:29.480, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:44:34.482, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:44:39.484, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:44:44.485, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:44:49.487, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:44:54.488, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:44:59.490, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:45:04.491, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:45:09.492, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:45:14.493, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:45:19.494, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:45:24.497, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:45:29.498, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:45:34.500, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:45:39.502, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:45:44.503, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:45:49.504, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:45:54.506, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:45:59.506, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:46:04.510, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:46:09.512, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:46:14.514, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:46:19.515, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:46:24.516, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:46:29.517, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:46:34.519, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:46:39.522, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:46:44.523, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:46:49.525, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:46:54.528, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:46:59.531, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:47:04.532, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:47:09.536, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:47:14.537, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:47:19.538, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:47:24.540, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:47:29.542, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:47:34.545, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:47:39.546, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:47:44.549, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:47:49.552, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:47:54.553, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:47:59.554, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:48:04.555, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:48:09.557, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:48:14.557, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:48:19.560, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:48:24.562, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:48:29.563, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:48:34.565, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:48:39.568, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:48:44.569, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:48:49.571, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:48:54.572, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:48:59.573, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:49:04.574, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:49:09.574, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
2026/06/02 18:49:14.575, NVIDIA A800-SXM4-80GB, 33082 MiB, 81920 MiB, 0 %
